"Year","ID","Month","Treatment","Species","Age","Sex","NV","NG","NDVI","Death_date","Season","PropGV","Month_AD","MY"
"2011","10-049","06","Carcass","Zebra","A","M",12,3,0.222173333333333,2010-02-21,"Cool_dry",0.25,16,"2011/06-10-049"
"2011","10-049","06","Carcass","Zebra","SA","F",0,0,0.222173333333333,2010-02-21,"Cool_dry",NA,16,"2011/06-10-049"
"2011","10-049","06","Carcass","Zebra","SA","M",1,1,0.222173333333333,2010-02-21,"Cool_dry",1,16,"2011/06-10-049"
"2011","10-049","06","Control","Wildebeest","A","F",0,0,0.222173333333333,2010-02-21,"Cool_dry",NA,16,"2011/06-10-049"
"2011","10-049","06","Control","Wildebeest","A","M",1,0,0.222173333333333,2010-02-21,"Cool_dry",0,16,"2011/06-10-049"
"2011","10-049","06","Control","Wildebeest","SA","F",0,0,0.222173333333333,2010-02-21,"Cool_dry",NA,16,"2011/06-10-049"
"2011","10-049","06","Control","Wildebeest","SA","M",0,0,0.222173333333333,2010-02-21,"Cool_dry",NA,16,"2011/06-10-049"
"2011","10-049","06","Control","Zebra","A","F",7,4,0.222173333333333,2010-02-21,"Cool_dry",0.571428571428571,16,"2011/06-10-049"
"2011","10-049","06","Control","Zebra","A","M",3,3,0.222173333333333,2010-02-21,"Cool_dry",1,16,"2011/06-10-049"
"2011","10-049","06","Control","Zebra","SA","F",4,1,0.222173333333333,2010-02-21,"Cool_dry",0.25,16,"2011/06-10-049"
"2011","10-049","06","Control","Zebra","SA","M",0,0,0.222173333333333,2010-02-21,"Cool_dry",NA,16,"2011/06-10-049"
"2011","10-049","07","Carcass","Wildebeest","A","F",0,0,0.194570967741935,2010-02-21,"Cool_dry",NA,17,"2011/07-10-049"
"2011","10-049","07","Carcass","Wildebeest","A","M",0,0,0.194570967741935,2010-02-21,"Cool_dry",NA,17,"2011/07-10-049"
"2011","10-049","07","Carcass","Wildebeest","SA","F",0,0,0.194570967741935,2010-02-21,"Cool_dry",NA,17,"2011/07-10-049"
"2011","10-049","07","Carcass","Wildebeest","SA","M",0,0,0.194570967741935,2010-02-21,"Cool_dry",NA,17,"2011/07-10-049"
"2011","10-049","07","Carcass","Zebra","A","F",14,0,0.194570967741935,2010-02-21,"Cool_dry",0,17,"2011/07-10-049"
"2011","10-049","07","Carcass","Zebra","A","M",5,0,0.194570967741935,2010-02-21,"Cool_dry",0,17,"2011/07-10-049"
