"","Step","C0","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","LD","sim","Weather","CarcTot"
"12920",92,84935,85072,84462,84199,84767,85095,84744,84473,84446,84920,84625,"1e+06","28","Normal",931738
"12921",93,85332,84935,85072,84462,84199,84767,85095,84744,84473,84446,84920,"1e+06","28","Normal",932445
"12922",94,84500,85332,84935,85072,84462,84199,84767,85095,84744,84473,84446,"1e+06","28","Normal",932025
"12923",95,84033,84500,85332,84935,85072,84462,84199,84767,85095,84744,84473,"1e+06","28","Normal",931612
"12924",96,84476,84033,84500,85332,84935,85072,84462,84199,84767,85095,84744,"1e+06","28","Normal",931615
"12925",97,84022,84476,84033,84500,85332,84935,85072,84462,84199,84767,85095,"1e+06","28","Normal",930893
"12926",98,85301,84022,84476,84033,84500,85332,84935,85072,84462,84199,84767,"1e+06","28","Normal",931099
"12927",99,84650,85301,84022,84476,84033,84500,85332,84935,85072,84462,84199,"1e+06","28","Normal",930982
"12928",100,84970,84650,85301,84022,84476,84033,84500,85332,84935,85072,84462,"1e+06","28","Normal",931753
"12929",0,1,24,11,64,39,18,0,29,6,31,12,"1e+06","29",NA,235
"12930",1,96,1,24,11,64,39,18,0,29,6,31,"1e+06","29","Normal",319
"12931",2,305,96,1,24,11,64,39,18,0,29,6,"1e+06","29","Normal",593
"12932",3,982,305,96,1,24,11,64,39,18,0,29,"1e+06","29","Normal",1569
"12933",4,3290,982,305,96,1,24,11,64,39,18,0,"1e+06","29","Normal",4830
"12934",5,10402,3290,982,305,96,1,24,11,64,39,18,"1e+06","29","Normal",15232
"12935",6,33321,10402,3290,982,305,96,1,24,11,64,39,"1e+06","29","Normal",48535
"12936",7,58824,33321,10402,3290,982,305,96,1,24,11,64,"1e+06","29","Normal",107320
"12937",8,70072,58824,33321,10402,3290,982,305,96,1,24,11,"1e+06","29","Normal",177328
"12938",9,78337,70072,58824,33321,10402,3290,982,305,96,1,24,"1e+06","29","Normal",255654
"12939",10,81741,78337,70072,58824,33321,10402,3290,982,305,96,1,"1e+06","29","Normal",337371
"12940",11,84935,81741,78337,70072,58824,33321,10402,3290,982,305,96,"1e+06","29","Normal",422305
"12941",12,84323,84935,81741,78337,70072,58824,33321,10402,3290,982,305,"1e+06","29","Normal",506532
"12942",13,85144,84323,84935,81741,78337,70072,58824,33321,10402,3290,982,"1e+06","29","Normal",591371
"12943",14,84854,85144,84323,84935,81741,78337,70072,58824,33321,10402,3290,"1e+06","29","Normal",675243
"12944",15,85451,84854,85144,84323,84935,81741,78337,70072,58824,33321,10402,"1e+06","29","Normal",757404
"12945",16,85805,85451,84854,85144,84323,84935,81741,78337,70072,58824,33321,"1e+06","29","Normal",832807
"12946",17,83895,85805,85451,84854,85144,84323,84935,81741,78337,70072,58824,"1e+06","29","Normal",883381
"12947",18,85148,83895,85805,85451,84854,85144,84323,84935,81741,78337,70072,"1e+06","29","Normal",909705
"12948",19,84181,85148,83895,85805,85451,84854,85144,84323,84935,81741,78337,"1e+06","29","Normal",923814
"12949",20,85421,84181,85148,83895,85805,85451,84854,85144,84323,84935,81741,"1e+06","29","Normal",930898
"12950",21,84645,85421,84181,85148,83895,85805,85451,84854,85144,84323,84935,"1e+06","29","Normal",933802
"12951",22,84668,84645,85421,84181,85148,83895,85805,85451,84854,85144,84323,"1e+06","29","Normal",933535
"12952",23,84478,84668,84645,85421,84181,85148,83895,85805,85451,84854,85144,"1e+06","29","Normal",933690
"12953",24,84421,84478,84668,84645,85421,84181,85148,83895,85805,85451,84854,"1e+06","29","Normal",932967
"12954",25,84756,84421,84478,84668,84645,85421,84181,85148,83895,85805,85451,"1e+06","29","Normal",932869
"12955",26,85743,84756,84421,84478,84668,84645,85421,84181,85148,83895,85805,"1e+06","29","Normal",933161
"12956",27,84243,85743,84756,84421,84478,84668,84645,85421,84181,85148,83895,"1e+06","29","Normal",931599
"12957",28,85243,84243,85743,84756,84421,84478,84668,84645,85421,84181,85148,"1e+06","29","Normal",932947
"12958",29,84812,85243,84243,85743,84756,84421,84478,84668,84645,85421,84181,"1e+06","29","Normal",932611
"12959",30,84770,84812,85243,84243,85743,84756,84421,84478,84668,84645,85421,"1e+06","29","Normal",933200
"12960",31,84545,84770,84812,85243,84243,85743,84756,84421,84478,84668,84645,"1e+06","29","Normal",932324
"12961",32,84421,84545,84770,84812,85243,84243,85743,84756,84421,84478,84668,"1e+06","29","Normal",932100
"12962",33,84992,84421,84545,84770,84812,85243,84243,85743,84756,84421,84478,"1e+06","29","Normal",932424
"12963",34,85678,84992,84421,84545,84770,84812,85243,84243,85743,84756,84421,"1e+06","29","Normal",933624
"12964",35,84056,85678,84992,84421,84545,84770,84812,85243,84243,85743,84756,"1e+06","29","Normal",933259
"12965",36,85292,84056,85678,84992,84421,84545,84770,84812,85243,84243,85743,"1e+06","29","Normal",933795
"12966",37,84438,85292,84056,85678,84992,84421,84545,84770,84812,85243,84243,"1e+06","29","Normal",932490
"12967",38,84834,84438,85292,84056,85678,84992,84421,84545,84770,84812,85243,"1e+06","29","Normal",933081
"12968",39,84549,84834,84438,85292,84056,85678,84992,84421,84545,84770,84812,"1e+06","29","Normal",932387
"12969",40,84643,84549,84834,84438,85292,84056,85678,84992,84421,84545,84770,"1e+06","29","Normal",932218
"12970",41,85500,84643,84549,84834,84438,85292,84056,85678,84992,84421,84545,"1e+06","29","Normal",932948
"12971",42,84192,85500,84643,84549,84834,84438,85292,84056,85678,84992,84421,"1e+06","29","Normal",932595
"12972",43,84291,84192,85500,84643,84549,84834,84438,85292,84056,85678,84992,"1e+06","29","Normal",932465
"12973",44,84563,84291,84192,85500,84643,84549,84834,84438,85292,84056,85678,"1e+06","29","Normal",932036
"12974",45,85026,84563,84291,84192,85500,84643,84549,84834,84438,85292,84056,"1e+06","29","Normal",931384
"12975",46,85066,85026,84563,84291,84192,85500,84643,84549,84834,84438,85292,"1e+06","29","Normal",932394
"12976",47,85684,85066,85026,84563,84291,84192,85500,84643,84549,84834,84438,"1e+06","29","Normal",932786
"12977",48,84845,85684,85066,85026,84563,84291,84192,85500,84643,84549,84834,"1e+06","29","Normal",933193
"12978",49,83651,84845,85684,85066,85026,84563,84291,84192,85500,84643,84549,"1e+06","29","Normal",932010
"12979",50,85268,83651,84845,85684,85066,85026,84563,84291,84192,85500,84643,"1e+06","29","Normal",932729
"12980",51,85371,85268,83651,84845,85684,85066,85026,84563,84291,84192,85500,"1e+06","29","Normal",933457
"12981",52,84324,85371,85268,83651,84845,85684,85066,85026,84563,84291,84192,"1e+06","29","Normal",932281
"12982",53,85559,84324,85371,85268,83651,84845,85684,85066,85026,84563,84291,"1e+06","29","Normal",933648
"12983",54,84870,85559,84324,85371,85268,83651,84845,85684,85066,85026,84563,"1e+06","29","Normal",934227
"12984",55,84980,84870,85559,84324,85371,85268,83651,84845,85684,85066,85026,"1e+06","29","Normal",934644
"12985",56,84980,84980,84870,85559,84324,85371,85268,83651,84845,85684,85066,"1e+06","29","Normal",934598
"12986",57,84878,84980,84980,84870,85559,84324,85371,85268,83651,84845,85684,"1e+06","29","Normal",934410
"12987",58,84883,84878,84980,84980,84870,85559,84324,85371,85268,83651,84845,"1e+06","29","Normal",933609
"12988",59,83941,84883,84878,84980,84980,84870,85559,84324,85371,85268,83651,"1e+06","29","Normal",932705
"12989",60,85008,83941,84883,84878,84980,84980,84870,85559,84324,85371,85268,"1e+06","29","Normal",934062
"12990",61,84510,85008,83941,84883,84878,84980,84980,84870,85559,84324,85371,"1e+06","29","Normal",933304
"12991",62,84877,84510,85008,83941,84883,84878,84980,84980,84870,85559,84324,"1e+06","29","Normal",932810
"12992",63,85025,84877,84510,85008,83941,84883,84878,84980,84980,84870,85559,"1e+06","29","Normal",933511
"12993",64,85599,85025,84877,84510,85008,83941,84883,84878,84980,84980,84870,"1e+06","29","Normal",933551
"12994",65,84184,85599,85025,84877,84510,85008,83941,84883,84878,84980,84980,"1e+06","29","Normal",932865
"12995",66,84801,84184,85599,85025,84877,84510,85008,83941,84883,84878,84980,"1e+06","29","Normal",932686
"12996",67,84637,84801,84184,85599,85025,84877,84510,85008,83941,84883,84878,"1e+06","29","Normal",932343
"12997",68,85009,84637,84801,84184,85599,85025,84877,84510,85008,83941,84883,"1e+06","29","Normal",932474
"12998",69,84530,85009,84637,84801,84184,85599,85025,84877,84510,85008,83941,"1e+06","29","Normal",932121
"12999",70,85599,84530,85009,84637,84801,84184,85599,85025,84877,84510,85008,"1e+06","29","Normal",933779
"13000",71,84200,85599,84530,85009,84637,84801,84184,85599,85025,84877,84510,"1e+06","29","Normal",932971
"13001",72,84316,84200,85599,84530,85009,84637,84801,84184,85599,85025,84877,"1e+06","29","Normal",932777
"13002",73,84871,84316,84200,85599,84530,85009,84637,84801,84184,85599,85025,"1e+06","29","Normal",932771
"13003",74,85438,84871,84316,84200,85599,84530,85009,84637,84801,84184,85599,"1e+06","29","Normal",933184
"13004",75,84871,85438,84871,84316,84200,85599,84530,85009,84637,84801,84184,"1e+06","29","Normal",932456
"13005",76,84180,84871,85438,84871,84316,84200,85599,84530,85009,84637,84801,"1e+06","29","Normal",932452
"13006",77,84809,84180,84871,85438,84871,84316,84200,85599,84530,85009,84637,"1e+06","29","Normal",932460
"13007",78,84611,84809,84180,84871,85438,84871,84316,84200,85599,84530,85009,"1e+06","29","Normal",932434
"13008",79,85031,84611,84809,84180,84871,85438,84871,84316,84200,85599,84530,"1e+06","29","Normal",932456
"13009",80,85424,85031,84611,84809,84180,84871,85438,84871,84316,84200,85599,"1e+06","29","Normal",933350
"13010",81,84552,85424,85031,84611,84809,84180,84871,85438,84871,84316,84200,"1e+06","29","Normal",932303
"13011",82,84120,84552,85424,85031,84611,84809,84180,84871,85438,84871,84316,"1e+06","29","Normal",932223
"13012",83,84591,84120,84552,85424,85031,84611,84809,84180,84871,85438,84871,"1e+06","29","Normal",932498
"13013",84,84466,84591,84120,84552,85424,85031,84611,84809,84180,84871,85438,"1e+06","29","Normal",932093
"13014",85,84316,84466,84591,84120,84552,85424,85031,84611,84809,84180,84871,"1e+06","29","Normal",930971
"13015",86,84141,84316,84466,84591,84120,84552,85424,85031,84611,84809,84180,"1e+06","29","Normal",930241
"13016",87,84638,84141,84316,84466,84591,84120,84552,85424,85031,84611,84809,"1e+06","29","Normal",930699
"13017",88,83773,84638,84141,84316,84466,84591,84120,84552,85424,85031,84611,"1e+06","29","Normal",929663
"13018",89,84416,83773,84638,84141,84316,84466,84591,84120,84552,85424,85031,"1e+06","29","Normal",929468
"13019",90,84247,84416,83773,84638,84141,84316,84466,84591,84120,84552,85424,"1e+06","29","Normal",928684
"13020",91,85594,84247,84416,83773,84638,84141,84316,84466,84591,84120,84552,"1e+06","29","Normal",928854
"13021",92,85042,85594,84247,84416,83773,84638,84141,84316,84466,84591,84120,"1e+06","29","Normal",929344
"13022",93,84183,85042,85594,84247,84416,83773,84638,84141,84316,84466,84591,"1e+06","29","Normal",929407
"13023",94,84150,84183,85042,85594,84247,84416,83773,84638,84141,84316,84466,"1e+06","29","Normal",928966
"13024",95,84575,84150,84183,85042,85594,84247,84416,83773,84638,84141,84316,"1e+06","29","Normal",929075
"13025",96,85108,84575,84150,84183,85042,85594,84247,84416,83773,84638,84141,"1e+06","29","Normal",929867
"13026",97,85267,85108,84575,84150,84183,85042,85594,84247,84416,83773,84638,"1e+06","29","Normal",930993
"13027",98,84937,85267,85108,84575,84150,84183,85042,85594,84247,84416,83773,"1e+06","29","Normal",931292
"13028",99,84391,84937,85267,85108,84575,84150,84183,85042,85594,84247,84416,"1e+06","29","Normal",931910
"13029",100,84896,84391,84937,85267,85108,84575,84150,84183,85042,85594,84247,"1e+06","29","Normal",932390
"13030",0,1,24,11,64,39,18,0,29,6,31,12,"1e+06","30",NA,235
"13031",1,88,1,24,11,64,39,18,0,29,6,31,"1e+06","30","Normal",311
"13032",2,274,88,1,24,11,64,39,18,0,29,6,"1e+06","30","Normal",554
"13033",3,823,274,88,1,24,11,64,39,18,0,29,"1e+06","30","Normal",1371
"13034",4,2629,823,274,88,1,24,11,64,39,18,0,"1e+06","30","Normal",3971
"13035",5,8480,2629,823,274,88,1,24,11,64,39,18,"1e+06","30","Normal",12451
"13036",6,27044,8480,2629,823,274,88,1,24,11,64,39,"1e+06","30","Normal",39477
"13037",7,53906,27044,8480,2629,823,274,88,1,24,11,64,"1e+06","30","Normal",93344
"13038",8,69192,53906,27044,8480,2629,823,274,88,1,24,11,"1e+06","30","Normal",162472
"13039",9,77562,69192,53906,27044,8480,2629,823,274,88,1,24,"1e+06","30","Normal",240023
"13040",10,82916,77562,69192,53906,27044,8480,2629,823,274,88,1,"1e+06","30","Normal",322915
"13041",11,84081,82916,77562,69192,53906,27044,8480,2629,823,274,88,"1e+06","30","Normal",406995
"13042",12,84861,84081,82916,77562,69192,53906,27044,8480,2629,823,274,"1e+06","30","Normal",491768
"13043",13,84666,84861,84081,82916,77562,69192,53906,27044,8480,2629,823,"1e+06","30","Normal",576160
"13044",14,84282,84666,84861,84081,82916,77562,69192,53906,27044,8480,2629,"1e+06","30","Normal",659619
"13045",15,84447,84282,84666,84861,84081,82916,77562,69192,53906,27044,8480,"1e+06","30","Normal",741437
"13046",16,84989,84447,84282,84666,84861,84081,82916,77562,69192,53906,27044,"1e+06","30","Normal",817946
"13047",17,85287,84989,84447,84282,84666,84861,84081,82916,77562,69192,53906,"1e+06","30","Normal",876189
"13048",18,85059,85287,84989,84447,84282,84666,84861,84081,82916,77562,69192,"1e+06","30","Normal",907342
"13049",19,84114,85059,85287,84989,84447,84282,84666,84861,84081,82916,77562,"1e+06","30","Normal",922264
"13050",20,85136,84114,85059,85287,84989,84447,84282,84666,84861,84081,82916,"1e+06","30","Normal",929838
"13051",21,84739,85136,84114,85059,85287,84989,84447,84282,84666,84861,84081,"1e+06","30","Normal",931661
"13052",22,84941,84739,85136,84114,85059,85287,84989,84447,84282,84666,84861,"1e+06","30","Normal",932521
"13053",23,85030,84941,84739,85136,84114,85059,85287,84989,84447,84282,84666,"1e+06","30","Normal",932690
"13054",24,84271,85030,84941,84739,85136,84114,85059,85287,84989,84447,84282,"1e+06","30","Normal",932295
"13055",25,85064,84271,85030,84941,84739,85136,84114,85059,85287,84989,84447,"1e+06","30","Normal",933077
"13056",26,84231,85064,84271,85030,84941,84739,85136,84114,85059,85287,84989,"1e+06","30","Normal",932861
"13057",27,84952,84231,85064,84271,85030,84941,84739,85136,84114,85059,85287,"1e+06","30","Normal",932824
"13058",28,84798,84952,84231,85064,84271,85030,84941,84739,85136,84114,85059,"1e+06","30","Normal",932335
"13059",29,84677,84798,84952,84231,85064,84271,85030,84941,84739,85136,84114,"1e+06","30","Normal",931953
"13060",30,84493,84677,84798,84952,84231,85064,84271,85030,84941,84739,85136,"1e+06","30","Normal",932332
"13061",31,83930,84493,84677,84798,84952,84231,85064,84271,85030,84941,84739,"1e+06","30","Normal",931126
"13062",32,84637,83930,84493,84677,84798,84952,84231,85064,84271,85030,84941,"1e+06","30","Normal",931024
"13063",33,85080,84637,83930,84493,84677,84798,84952,84231,85064,84271,85030,"1e+06","30","Normal",931163
"13064",34,85317,85080,84637,83930,84493,84677,84798,84952,84231,85064,84271,"1e+06","30","Normal",931450
"13065",35,85375,85317,85080,84637,83930,84493,84677,84798,84952,84231,85064,"1e+06","30","Normal",932554
"13066",36,84325,85375,85317,85080,84637,83930,84493,84677,84798,84952,84231,"1e+06","30","Normal",931815
"13067",37,84174,84325,85375,85317,85080,84637,83930,84493,84677,84798,84952,"1e+06","30","Normal",931758
"13068",38,83164,84174,84325,85375,85317,85080,84637,83930,84493,84677,84798,"1e+06","30","Normal",929970
"13069",39,84075,83164,84174,84325,85375,85317,85080,84637,83930,84493,84677,"1e+06","30","Normal",929247
"13070",40,84456,84075,83164,84174,84325,85375,85317,85080,84637,83930,84493,"1e+06","30","Normal",929026
"13071",41,84517,84456,84075,83164,84174,84325,85375,85317,85080,84637,83930,"1e+06","30","Normal",929050
"13072",42,84399,84517,84456,84075,83164,84174,84325,85375,85317,85080,84637,"1e+06","30","Normal",929519
"13073",43,84613,84399,84517,84456,84075,83164,84174,84325,85375,85317,85080,"1e+06","30","Normal",929495
"13074",44,84454,84613,84399,84517,84456,84075,83164,84174,84325,85375,85317,"1e+06","30","Normal",928869
"13075",45,84143,84454,84613,84399,84517,84456,84075,83164,84174,84325,85375,"1e+06","30","Normal",927695
"13076",46,84764,84143,84454,84613,84399,84517,84456,84075,83164,84174,84325,"1e+06","30","Normal",927084
"13077",47,83800,84764,84143,84454,84613,84399,84517,84456,84075,83164,84174,"1e+06","30","Normal",926559
"13078",48,85516,83800,84764,84143,84454,84613,84399,84517,84456,84075,83164,"1e+06","30","Normal",927901
"13079",49,84184,85516,83800,84764,84143,84454,84613,84399,84517,84456,84075,"1e+06","30","Normal",928921
"13080",50,84720,84184,85516,83800,84764,84143,84454,84613,84399,84517,84456,"1e+06","30","Normal",929566
"13081",51,84754,84720,84184,85516,83800,84764,84143,84454,84613,84399,84517,"1e+06","30","Normal",929864
"13082",52,84632,84754,84720,84184,85516,83800,84764,84143,84454,84613,84399,"1e+06","30","Normal",929979
"13083",53,85097,84632,84754,84720,84184,85516,83800,84764,84143,84454,84613,"1e+06","30","Normal",930677
"13084",54,84367,85097,84632,84754,84720,84184,85516,83800,84764,84143,84454,"1e+06","30","Normal",930431
"13085",55,84243,84367,85097,84632,84754,84720,84184,85516,83800,84764,84143,"1e+06","30","Normal",930220
"13086",56,83613,84243,84367,85097,84632,84754,84720,84184,85516,83800,84764,"1e+06","30","Normal",929690
"13087",57,84799,83613,84243,84367,85097,84632,84754,84720,84184,85516,83800,"1e+06","30","Normal",929725
"13088",58,84657,84799,83613,84243,84367,85097,84632,84754,84720,84184,85516,"1e+06","30","Normal",930582
"13089",59,84932,84657,84799,83613,84243,84367,85097,84632,84754,84720,84184,"1e+06","30","Normal",929998
"13090",60,85316,84932,84657,84799,83613,84243,84367,85097,84632,84754,84720,"1e+06","30","Normal",931130
"13091",61,85108,85316,84932,84657,84799,83613,84243,84367,85097,84632,84754,"1e+06","30","Normal",931518
"13092",62,85665,85108,85316,84932,84657,84799,83613,84243,84367,85097,84632,"1e+06","30","Normal",932429
"13093",63,86005,85665,85108,85316,84932,84657,84799,83613,84243,84367,85097,"1e+06","30","Normal",933802
"13094",64,85058,86005,85665,85108,85316,84932,84657,84799,83613,84243,84367,"1e+06","30","Normal",933763
"13095",65,83988,85058,86005,85665,85108,85316,84932,84657,84799,83613,84243,"1e+06","30","Normal",933384
"13096",66,84742,83988,85058,86005,85665,85108,85316,84932,84657,84799,83613,"1e+06","30","Normal",933883
"13097",67,85360,84742,83988,85058,86005,85665,85108,85316,84932,84657,84799,"1e+06","30","Normal",935630
"13098",68,84434,85360,84742,83988,85058,86005,85665,85108,85316,84932,84657,"1e+06","30","Normal",935265
"13099",69,84553,84434,85360,84742,83988,85058,86005,85665,85108,85316,84932,"1e+06","30","Normal",935161
"13100",70,85027,84553,84434,85360,84742,83988,85058,86005,85665,85108,85316,"1e+06","30","Normal",935256
"13101",71,85246,85027,84553,84434,85360,84742,83988,85058,86005,85665,85108,"1e+06","30","Normal",935186
"13102",72,85103,85246,85027,84553,84434,85360,84742,83988,85058,86005,85665,"1e+06","30","Normal",935181
"13103",73,84925,85103,85246,85027,84553,84434,85360,84742,83988,85058,86005,"1e+06","30","Normal",934441
"13104",74,84988,84925,85103,85246,85027,84553,84434,85360,84742,83988,85058,"1e+06","30","Normal",933424
"13105",75,84567,84988,84925,85103,85246,85027,84553,84434,85360,84742,83988,"1e+06","30","Normal",932933
"13106",76,83878,84567,84988,84925,85103,85246,85027,84553,84434,85360,84742,"1e+06","30","Normal",932823
"13107",77,84271,83878,84567,84988,84925,85103,85246,85027,84553,84434,85360,"1e+06","30","Normal",932352
"13108",78,84786,84271,83878,84567,84988,84925,85103,85246,85027,84553,84434,"1e+06","30","Normal",931778
"13109",79,84322,84786,84271,83878,84567,84988,84925,85103,85246,85027,84553,"1e+06","30","Normal",931666
"13110",80,85237,84322,84786,84271,83878,84567,84988,84925,85103,85246,85027,"1e+06","30","Normal",932350
"13111",81,85219,85237,84322,84786,84271,83878,84567,84988,84925,85103,85246,"1e+06","30","Normal",932542
"13112",82,84909,85219,85237,84322,84786,84271,83878,84567,84988,84925,85103,"1e+06","30","Normal",932205
"13113",83,85113,84909,85219,85237,84322,84786,84271,83878,84567,84988,84925,"1e+06","30","Normal",932215
"13114",84,85019,85113,84909,85219,85237,84322,84786,84271,83878,84567,84988,"1e+06","30","Normal",932309
"13115",85,85079,85019,85113,84909,85219,85237,84322,84786,84271,83878,84567,"1e+06","30","Normal",932400
"13116",86,84422,85079,85019,85113,84909,85219,85237,84322,84786,84271,83878,"1e+06","30","Normal",932255
"13117",87,84812,84422,85079,85019,85113,84909,85219,85237,84322,84786,84271,"1e+06","30","Normal",933189
"13118",88,84661,84812,84422,85079,85019,85113,84909,85219,85237,84322,84786,"1e+06","30","Normal",933579
"13119",89,85296,84661,84812,84422,85079,85019,85113,84909,85219,85237,84322,"1e+06","30","Normal",934089
"13120",90,85403,85296,84661,84812,84422,85079,85019,85113,84909,85219,85237,"1e+06","30","Normal",935170
"13121",91,84576,85403,85296,84661,84812,84422,85079,85019,85113,84909,85219,"1e+06","30","Normal",934509
"13122",92,85270,84576,85403,85296,84661,84812,84422,85079,85019,85113,84909,"1e+06","30","Normal",934560
"13123",93,84940,85270,84576,85403,85296,84661,84812,84422,85079,85019,85113,"1e+06","30","Normal",934591
"13124",94,84270,84940,85270,84576,85403,85296,84661,84812,84422,85079,85019,"1e+06","30","Normal",933748
"13125",95,85397,84270,84940,85270,84576,85403,85296,84661,84812,84422,85079,"1e+06","30","Normal",934126
"13126",96,85077,85397,84270,84940,85270,84576,85403,85296,84661,84812,84422,"1e+06","30","Normal",934124
"13127",97,84294,85077,85397,84270,84940,85270,84576,85403,85296,84661,84812,"1e+06","30","Normal",933996
"13128",98,85345,84294,85077,85397,84270,84940,85270,84576,85403,85296,84661,"1e+06","30","Normal",934529
"13129",99,85195,85345,84294,85077,85397,84270,84940,85270,84576,85403,85296,"1e+06","30","Normal",935063
"13130",100,84025,85195,85345,84294,85077,85397,84270,84940,85270,84576,85403,"1e+06","30","Normal",933792
"13131",0,1,24,11,64,39,18,0,29,6,31,12,"1e+06","31",NA,235
"13132",1,95,1,24,11,64,39,18,0,29,6,31,"1e+06","31","Normal",318
"13133",2,272,95,1,24,11,64,39,18,0,29,6,"1e+06","31","Normal",559
"13134",3,916,272,95,1,24,11,64,39,18,0,29,"1e+06","31","Normal",1469
"13135",4,2813,916,272,95,1,24,11,64,39,18,0,"1e+06","31","Normal",4253
"13136",5,9102,2813,916,272,95,1,24,11,64,39,18,"1e+06","31","Normal",13355
"13137",6,28739,9102,2813,916,272,95,1,24,11,64,39,"1e+06","31","Normal",42076
"13138",7,55882,28739,9102,2813,916,272,95,1,24,11,64,"1e+06","31","Normal",97919
"13139",8,69405,55882,28739,9102,2813,916,272,95,1,24,11,"1e+06","31","Normal",167260
"13140",9,77632,69405,55882,28739,9102,2813,916,272,95,1,24,"1e+06","31","Normal",244881
"13141",10,82124,77632,69405,55882,28739,9102,2813,916,272,95,1,"1e+06","31","Normal",326981
"13142",11,83028,82124,77632,69405,55882,28739,9102,2813,916,272,95,"1e+06","31","Normal",410008
"13143",12,83639,83028,82124,77632,69405,55882,28739,9102,2813,916,272,"1e+06","31","Normal",493552
"13144",13,83823,83639,83028,82124,77632,69405,55882,28739,9102,2813,916,"1e+06","31","Normal",577103
"13145",14,84669,83823,83639,83028,82124,77632,69405,55882,28739,9102,2813,"1e+06","31","Normal",660856
"13146",15,84772,84669,83823,83639,83028,82124,77632,69405,55882,28739,9102,"1e+06","31","Normal",742815
"13147",16,85040,84772,84669,83823,83639,83028,82124,77632,69405,55882,28739,"1e+06","31","Normal",818753
"13148",17,84655,85040,84772,84669,83823,83639,83028,82124,77632,69405,55882,"1e+06","31","Normal",874669
"13149",18,84573,84655,85040,84772,84669,83823,83639,83028,82124,77632,69405,"1e+06","31","Normal",903360
"13150",19,83977,84573,84655,85040,84772,84669,83823,83639,83028,82124,77632,"1e+06","31","Normal",917932
"13151",20,84250,83977,84573,84655,85040,84772,84669,83823,83639,83028,82124,"1e+06","31","Normal",924550
"13152",21,85938,84250,83977,84573,84655,85040,84772,84669,83823,83639,83028,"1e+06","31","Normal",928364
"13153",22,84632,85938,84250,83977,84573,84655,85040,84772,84669,83823,83639,"1e+06","31","Normal",929968
"13154",23,84471,84632,85938,84250,83977,84573,84655,85040,84772,84669,83823,"1e+06","31","Normal",930800
"13155",24,84370,84471,84632,85938,84250,83977,84573,84655,85040,84772,84669,"1e+06","31","Normal",931347
"13156",25,84866,84370,84471,84632,85938,84250,83977,84573,84655,85040,84772,"1e+06","31","Normal",931544
"13157",26,84914,84866,84370,84471,84632,85938,84250,83977,84573,84655,85040,"1e+06","31","Normal",931686
"13158",27,84351,84914,84866,84370,84471,84632,85938,84250,83977,84573,84655,"1e+06","31","Normal",930997
"13159",28,84816,84351,84914,84866,84370,84471,84632,85938,84250,83977,84573,"1e+06","31","Normal",931158
"13160",29,84484,84816,84351,84914,84866,84370,84471,84632,85938,84250,83977,"1e+06","31","Normal",931069
"13161",30,84508,84484,84816,84351,84914,84866,84370,84471,84632,85938,84250,"1e+06","31","Normal",931600
"13162",31,84147,84508,84484,84816,84351,84914,84866,84370,84471,84632,85938,"1e+06","31","Normal",931497
"13163",32,85991,84147,84508,84484,84816,84351,84914,84866,84370,84471,84632,"1e+06","31","Normal",931550
"13164",33,84822,85991,84147,84508,84484,84816,84351,84914,84866,84370,84471,"1e+06","31","Normal",931740
"13165",34,85191,84822,85991,84147,84508,84484,84816,84351,84914,84866,84370,"1e+06","31","Normal",932460
"13166",35,84502,85191,84822,85991,84147,84508,84484,84816,84351,84914,84866,"1e+06","31","Normal",932592
"13167",36,84543,84502,85191,84822,85991,84147,84508,84484,84816,84351,84914,"1e+06","31","Normal",932269
"13168",37,85103,84543,84502,85191,84822,85991,84147,84508,84484,84816,84351,"1e+06","31","Normal",932458
"13169",38,84816,85103,84543,84502,85191,84822,85991,84147,84508,84484,84816,"1e+06","31","Normal",932923
"13170",39,85273,84816,85103,84543,84502,85191,84822,85991,84147,84508,84484,"1e+06","31","Normal",933380
"13171",40,84518,85273,84816,85103,84543,84502,85191,84822,85991,84147,84508,"1e+06","31","Normal",933414
"13172",41,84797,84518,85273,84816,85103,84543,84502,85191,84822,85991,84147,"1e+06","31","Normal",933703
"13173",42,84387,84797,84518,85273,84816,85103,84543,84502,85191,84822,85991,"1e+06","31","Normal",933943
"13174",43,85075,84387,84797,84518,85273,84816,85103,84543,84502,85191,84822,"1e+06","31","Normal",933027
"13175",44,84328,85075,84387,84797,84518,85273,84816,85103,84543,84502,85191,"1e+06","31","Normal",932533
"13176",45,85138,84328,85075,84387,84797,84518,85273,84816,85103,84543,84502,"1e+06","31","Normal",932480
"13177",46,84167,85138,84328,85075,84387,84797,84518,85273,84816,85103,84543,"1e+06","31","Normal",932145
"13178",47,84715,84167,85138,84328,85075,84387,84797,84518,85273,84816,85103,"1e+06","31","Normal",932317
"13179",48,84578,84715,84167,85138,84328,85075,84387,84797,84518,85273,84816,"1e+06","31","Normal",931792
"13180",49,84902,84578,84715,84167,85138,84328,85075,84387,84797,84518,85273,"1e+06","31","Normal",931878
"13181",50,83904,84902,84578,84715,84167,85138,84328,85075,84387,84797,84518,"1e+06","31","Normal",930509
"13182",51,85568,83904,84902,84578,84715,84167,85138,84328,85075,84387,84797,"1e+06","31","Normal",931559
